Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,99,62,0.75000 | 4.75000 | -2.75000      0.75000 | 4.25000 | -2.75000      0.75000 | 4.75000 | -3.30000      0.75000 | 4.25000 | -3.30000,0.75000 | 4.75000 | -2.75000      0.75000 | 4.25000 | -2.75000      0.75000 | 4.25000 | -3.30000      0.75000 | 4.75000 | -3.30000
Несоответствие индексов,4465,3691,15.75000 | 6.25000 | -1.65000      15.75000 | 5.75000 | -1.65000      15.75000 | 6.25000 | -2.20000      15.75000 | 5.75000 | -2.20000,15.75000 | 6.25000 | -1.65000      15.75000 | 5.75000 | -1.65000      15.75000 | 5.75000 | -2.20000      15.75000 | 6.25000 | -2.20000
Несоответствие индексов,2831,2353,10.75000 | 5.25000 | 6.60000      10.17500 | 5.25000 | 6.60000      10.75000 | 4.75000 | 6.60000      10.17500 | 4.75000 | 6.60000,10.75000 | 5.25000 | 6.60000      10.17500 | 5.25000 | 6.60000      10.17500 | 4.75000 | 6.60000      10.75000 | 4.75000 | 6.60000
Несоответствие индексов,2323,1898,8.75000 | 2.25000 | 9.90000      8.25000 | 2.25000 | 9.90000      8.75000 | 1.75000 | 9.90000      8.25000 | 1.75000 | 9.90000,8.75000 | 2.25000 | 9.90000      8.25000 | 2.25000 | 9.90000      8.25000 | 1.75000 | 9.90000      8.75000 | 1.75000 | 9.90000
Несоответствие индексов,2625,2172,9.75000 | 8.75000 | 9.90000      9.25000 | 8.75000 | 9.90000      9.75000 | 8.25000 | 9.90000      9.25000 | 8.25000 | 9.90000,9.75000 | 8.75000 | 9.90000      9.25000 | 8.75000 | 9.90000      9.25000 | 8.25000 | 9.90000      9.75000 | 8.25000 | 9.90000
Несоответствие индексов,3865,3184,14.25000 | 2.25000 | 9.90000      13.75000 | 2.25000 | 9.90000      14.25000 | 1.75000 | 9.90000      13.75000 | 1.75000 | 9.90000,14.25000 | 2.25000 | 9.90000      13.75000 | 2.25000 | 9.90000      13.75000 | 1.75000 | 9.90000      14.25000 | 1.75000 | 9.90000
Несоответствие индексов,3759,3090,13.75000 | 4.75000 | 9.90000      13.25000 | 4.75000 | 9.90000      13.75000 | 4.25000 | 9.90000      13.25000 | 4.25000 | 9.90000,13.75000 | 4.75000 | 9.90000      13.25000 | 4.75000 | 9.90000      13.25000 | 4.25000 | 9.90000      13.75000 | 4.25000 | 9.90000
Несоответствие индексов,373,242,1.25000 | 9.25000 | 6.60000      0.75000 | 9.25000 | 6.60000      1.25000 | 8.75000 | 6.60000      0.75000 | 8.75000 | 6.60000,1.25000 | 9.25000 | 6.60000      0.75000 | 9.25000 | 6.60000      0.75000 | 8.75000 | 6.60000      1.25000 | 8.75000 | 6.60000
Несоответствие индексов,4629,3781,16.12500 | 4.75000 | -3.30000      15.75000 | 4.75000 | -3.30000      16.12500 | 4.25000 | -3.30000      15.75000 | 4.25000 | -3.30000,16.12500 | 4.75000 | -3.30000      15.75000 | 4.75000 | -3.30000      15.75000 | 4.25000 | -3.30000      16.12500 | 4.25000 | -3.30000
Несоответствие индексов,2929,2442,10.75000 | 6.25000 | -3.30000      10.25000 | 6.25000 | -3.30000      10.75000 | 5.75000 | -3.30000      10.37500 | 5.75000 | -3.30000,10.75000 | 6.25000 | -3.30000      10.25000 | 6.25000 | -3.30000      10.37500 | 5.75000 | -3.30000      10.75000 | 5.75000 | -3.30000
Несоответствие индексов,444,305,1.75000 | 3.25000 | 3.30000      1.25000 | 3.25000 | 3.30000      1.75000 | 2.75000 | 3.30000      1.25000 | 2.75000 | 3.30000,1.75000 | 3.25000 | 3.30000      1.25000 | 3.25000 | 3.30000      1.25000 | 2.75000 | 3.30000      1.75000 | 2.75000 | 3.30000
Несоответствие индексов,192,3881,0.75000 | 8.75000 | 0.00000      0.75000 | 9.25000 | 0.00000,0.75000 | 8.75000 | 0.00000      0.75000 | 9.25000 | 0.00000
Несоответствие индексов,3804,3131,13.75000 | 9.75000 | 6.60000      13.25000 | 9.75000 | 6.60000      13.75000 | 9.25000 | 6.60000      13.25000 | 9.25000 | 6.60000,13.75000 | 9.75000 | 6.60000      13.25000 | 9.75000 | 6.60000      13.25000 | 9.25000 | 6.60000      13.75000 | 9.25000 | 6.60000
Несоответствие индексов,4261,3544,15.75000 | 4.75000 | 3.30000      15.25000 | 4.75000 | 3.30000      15.75000 | 4.25000 | 3.30000      15.25000 | 4.25000 | 3.30000,15.75000 | 4.75000 | 3.30000      15.25000 | 4.75000 | 3.30000      15.25000 | 4.25000 | 3.30000      15.75000 | 4.25000 | 3.30000
Несоответствие индексов,1138,935,4.25000 | 10.25000 | 9.90000      3.75000 | 10.25000 | 9.90000      4.25000 | 9.75000 | 9.90000      3.75000 | 9.75000 | 9.90000,4.25000 | 10.25000 | 9.90000      3.75000 | 10.25000 | 9.90000      3.75000 | 9.75000 | 9.90000      4.25000 | 9.75000 | 9.90000
Несоответствие индексов,2126,1721,7.75000 | 8.25000 | 3.30000      7.25000 | 8.25000 | 3.30000      7.75000 | 7.75000 | 3.30000      7.25000 | 7.75000 | 3.30000,7.75000 | 8.25000 | 3.30000      7.25000 | 8.25000 | 3.30000      7.25000 | 7.75000 | 3.30000      7.75000 | 7.75000 | 3.30000
Несоответствие индексов,2232,1819,8.25000 | 5.75000 | 3.30000      7.75000 | 5.75000 | 3.30000      8.25000 | 5.25000 | 3.30000      7.75000 | 5.25000 | 3.30000,8.25000 | 5.75000 | 3.30000      7.75000 | 5.75000 | 3.30000      7.75000 | 5.25000 | 3.30000      8.25000 | 5.25000 | 3.30000
Несоответствие индексов,1632,4115,5.75000 | 8.25000 | 0.00000      5.75000 | 8.75000 | 0.00000,5.75000 | 8.25000 | 0.00000      5.75000 | 8.75000 | 0.00000
Несоответствие индексов,3841,3164,13.75000 | 13.12500 | -3.30000      13.25000 | 13.12500 | -3.30000      13.75000 | 12.75000 | -3.30000      13.25000 | 12.75000 | -3.30000,13.75000 | 13.12500 | -3.30000      13.25000 | 13.12500 | -3.30000      13.25000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -3.30000
Несоответствие индексов,767,600,2.75000 | 11.25000 | 6.60000      2.25000 | 11.25000 | 6.60000      2.75000 | 10.75000 | 6.60000      2.25000 | 10.75000 | 6.60000,2.75000 | 11.25000 | 6.60000      2.25000 | 11.25000 | 6.60000      2.25000 | 10.75000 | 6.60000      2.75000 | 10.75000 | 6.60000
Несоответствие индексов,1684,1323,6.12500 | 5.75000 | -3.30000      5.75000 | 5.75000 | -3.30000      6.12500 | 5.25000 | -3.30000      5.75000 | 5.25000 | -3.30000,6.12500 | 5.75000 | -3.30000      5.75000 | 5.75000 | -3.30000      5.75000 | 5.25000 | -3.30000      6.12500 | 5.25000 | -3.30000
Несоответствие индексов,3251,2630,11.75000 | 4.25000 | 9.90000      11.25000 | 4.25000 | 9.90000      11.75000 | 3.75000 | 9.90000      11.25000 | 3.75000 | 9.90000,11.75000 | 4.25000 | 9.90000      11.25000 | 4.25000 | 9.90000      11.25000 | 3.75000 | 9.90000      11.75000 | 3.75000 | 9.90000
Несоответствие индексов,3780,4471,13.25000 | 6.75000 | 9.90000      13.75000 | 6.75000 | 9.90000,13.25000 | 6.75000 | 9.90000      13.75000 | 6.75000 | 9.90000
Несоответствие индексов,600,449,2.25000 | 6.75000 | 9.90000      1.75000 | 6.75000 | 9.90000      2.25000 | 6.25000 | 9.90000      1.75000 | 6.25000 | 9.90000,2.25000 | 6.75000 | 9.90000      1.75000 | 6.75000 | 9.90000      1.75000 | 6.25000 | 9.90000      2.25000 | 6.25000 | 9.90000
Несоответствие индексов,3429,2792,12.25000 | 10.25000 | 3.30000      11.75000 | 10.25000 | 3.30000      12.25000 | 9.75000 | 3.30000      11.75000 | 9.75000 | 3.30000,12.25000 | 10.25000 | 3.30000      11.75000 | 10.25000 | 3.30000      11.75000 | 9.75000 | 3.30000      12.25000 | 9.75000 | 3.30000
Несоответствие индексов,1857,1479,6.75000 | 7.75000 | 3.30000      6.25000 | 7.75000 | 3.30000      6.75000 | 7.25000 | 3.30000      6.25000 | 7.25000 | 3.30000,6.75000 | 7.75000 | 3.30000      6.25000 | 7.75000 | 3.30000      6.25000 | 7.25000 | 3.30000      6.75000 | 7.25000 | 3.30000
Несоответствие индексов,1639,4122,5.75000 | 8.75000 | 9.90000      5.75000 | 9.25000 | 9.90000,5.75000 | 8.75000 | 9.90000      5.75000 | 9.25000 | 9.90000
Несоответствие индексов,3722,3057,13.75000 | 0.75000 | 0.00000      13.75000 | 0.75000 | -0.55000      13.25000 | 0.75000 | 0.00000      13.25000 | 0.75000 | -0.55000,13.75000 | 0.75000 | 0.00000      13.75000 | 0.75000 | -0.55000      13.25000 | 0.75000 | -0.55000      13.25000 | 0.75000 | 0.00000
Несоответствие индексов,4516,3717,15.75000 | 8.25000 | -0.55000      15.75000 | 7.75000 | -0.55000      15.75000 | 8.25000 | -1.10000      15.75000 | 7.75000 | -1.10000,15.75000 | 8.25000 | -0.55000      15.75000 | 7.75000 | -0.55000      15.75000 | 7.75000 | -1.10000      15.75000 | 8.25000 | -1.10000
Несоответствие индексов,1047,852,4.25000 | 0.75000 | -2.20000      4.25000 | 0.75000 | -2.75000      3.75000 | 0.75000 | -2.20000      3.75000 | 0.75000 | -2.75000,4.25000 | 0.75000 | -2.20000      4.25000 | 0.75000 | -2.75000      3.75000 | 0.75000 | -2.75000      3.75000 | 0.75000 | -2.20000
Несоответствие индексов,2801,2326,10.25000 | 13.12500 | -3.30000      9.75000 | 13.12500 | -3.30000      10.25000 | 12.75000 | -3.30000      9.75000 | 12.75000 | -3.30000,10.25000 | 13.12500 | -3.30000      9.75000 | 13.12500 | -3.30000      9.75000 | 12.75000 | -3.30000      10.25000 | 12.75000 | -3.30000
Несоответствие индексов,4587,3760,15.75000 | 11.75000 | 0.00000      15.75000 | 11.25000 | 0.00000      15.75000 | 11.75000 | -0.55000      15.75000 | 11.25000 | -0.55000,15.75000 | 11.75000 | 0.00000      15.75000 | 11.25000 | 0.00000      15.75000 | 11.25000 | -0.55000      15.75000 | 11.75000 | -0.55000
Несоответствие индексов,384,253,1.25000 | 10.75000 | 3.30000      0.75000 | 10.75000 | 3.30000      1.25000 | 10.25000 | 3.30000      0.75000 | 10.25000 | 3.30000,1.25000 | 10.75000 | 3.30000      0.75000 | 10.75000 | 3.30000      0.75000 | 10.25000 | 3.30000      1.25000 | 10.25000 | 3.30000
Несоответствие индексов,4273,3556,15.75000 | 6.25000 | 3.30000      15.25000 | 6.25000 | 3.30000      15.75000 | 5.75000 | 3.30000      15.25000 | 5.75000 | 3.30000,15.75000 | 6.25000 | 3.30000      15.25000 | 6.25000 | 3.30000      15.25000 | 5.75000 | 3.30000      15.75000 | 5.75000 | 3.30000
Несоответствие индексов,983,3989,3.25000 | 6.75000 | 9.90000      3.75000 | 6.75000 | 9.90000,3.25000 | 6.75000 | 9.90000      3.75000 | 6.75000 | 9.90000
Несоответствие индексов,4107,3402,15.25000 | 1.25000 | 3.30000      14.75000 | 1.25000 | 3.30000      15.25000 | 0.75000 | 3.30000      14.75000 | 0.75000 | 3.30000,15.25000 | 1.25000 | 3.30000      14.75000 | 1.25000 | 3.30000      14.75000 | 0.75000 | 3.30000      15.25000 | 0.75000 | 3.30000
Несоответствие индексов,3821,3148,13.75000 | 11.75000 | 9.90000      13.25000 | 11.75000 | 9.90000      13.75000 | 11.25000 | 9.90000      13.25000 | 11.25000 | 9.90000,13.75000 | 11.75000 | 9.90000      13.25000 | 11.75000 | 9.90000      13.25000 | 11.25000 | 9.90000      13.75000 | 11.25000 | 9.90000
Несоответствие индексов,1942,1557,6.90000 | 4.25000 | 6.60000      6.32500 | 4.25000 | 6.60000      6.90000 | 3.75000 | 6.60000      6.32500 | 3.75000 | 6.60000,6.90000 | 4.25000 | 6.60000      6.32500 | 4.25000 | 6.60000      6.32500 | 3.75000 | 6.60000      6.90000 | 3.75000 | 6.60000
Несоответствие индексов,898,719,3.25000 | 11.75000 | 9.90000      2.75000 | 11.75000 | 9.90000      3.25000 | 11.25000 | 9.90000      2.75000 | 11.25000 | 9.90000,3.25000 | 11.75000 | 9.90000      2.75000 | 11.75000 | 9.90000      2.75000 | 11.25000 | 9.90000      3.25000 | 11.25000 | 9.90000
Несоответствие индексов,2611,2158,9.75000 | 7.25000 | 3.30000      9.25000 | 7.25000 | 3.30000      9.75000 | 6.75000 | 3.30000      9.25000 | 6.75000 | 3.30000,9.75000 | 7.25000 | 3.30000      9.25000 | 7.25000 | 3.30000      9.25000 | 6.75000 | 3.30000      9.75000 | 6.75000 | 3.30000
Несоответствие индексов,2633,2180,9.75000 | 9.75000 | 9.90000      9.25000 | 9.75000 | 9.90000      9.75000 | 9.25000 | 9.90000      9.25000 | 9.25000 | 9.90000,9.75000 | 9.75000 | 9.90000      9.25000 | 9.75000 | 9.90000      9.25000 | 9.25000 | 9.90000      9.75000 | 9.25000 | 9.90000
Несоответствие индексов,208,118,0.75000 | 10.25000 | -1.65000      0.75000 | 9.75000 | -1.65000      0.75000 | 10.25000 | -2.20000      0.75000 | 9.75000 | -2.20000,0.75000 | 10.25000 | -1.65000      0.75000 | 9.75000 | -1.65000      0.75000 | 9.75000 | -2.20000      0.75000 | 10.25000 | -2.20000
Несоответствие индексов,2083,1686,7.75000 | 0.75000 | -0.55000      7.75000 | 0.75000 | -1.10000      7.25000 | 0.75000 | -0.55000      7.25000 | 0.75000 | -1.10000,7.75000 | 0.75000 | -0.55000      7.75000 | 0.75000 | -1.10000      7.25000 | 0.75000 | -1.10000      7.25000 | 0.75000 | -0.55000
Несоответствие индексов,2781,2310,10.25000 | 11.75000 | 9.90000      9.75000 | 11.75000 | 9.90000      10.25000 | 11.25000 | 9.90000      9.75000 | 11.25000 | 9.90000,10.25000 | 11.75000 | 9.90000      9.75000 | 11.75000 | 9.90000      9.75000 | 11.25000 | 9.90000      10.25000 | 11.25000 | 9.90000
Несоответствие индексов,2856,2377,10.75000 | 6.25000 | 6.60000      10.25000 | 6.25000 | 6.60000      10.75000 | 5.75000 | 6.60000      10.25000 | 5.75000 | 6.60000,10.75000 | 6.25000 | 6.60000      10.25000 | 6.25000 | 6.60000      10.25000 | 5.75000 | 6.60000      10.75000 | 5.75000 | 6.60000
Несоответствие индексов,4218,4511,14.75000 | 12.75000 | 9.90000      15.25000 | 12.75000 | 9.90000,14.75000 | 12.75000 | 9.90000      15.25000 | 12.75000 | 9.90000
Несоответствие индексов,2661,2208,9.75000 | 12.75000 | -1.65000      9.75000 | 12.75000 | -2.20000      9.25000 | 12.75000 | -1.65000      9.25000 | 12.75000 | -2.20000,9.75000 | 12.75000 | -1.65000      9.75000 | 12.75000 | -2.20000      9.25000 | 12.75000 | -2.20000      9.25000 | 12.75000 | -1.65000
Несоответствие индексов,2517,2076,9.25000 | 11.75000 | 0.00000      8.75000 | 11.75000 | 0.00000      9.25000 | 11.25000 | 0.00000      8.75000 | 11.25000 | 0.00000,9.25000 | 11.75000 | 0.00000      8.75000 | 11.75000 | 0.00000      8.75000 | 11.25000 | 0.00000      9.25000 | 11.25000 | 0.00000
Несоответствие индексов,3430,2793,12.25000 | 10.25000 | 6.60000      11.75000 | 10.25000 | 6.60000      12.25000 | 9.75000 | 6.60000      11.75000 | 9.75000 | 6.60000,12.25000 | 10.25000 | 6.60000      11.75000 | 10.25000 | 6.60000      11.75000 | 9.75000 | 6.60000      12.25000 | 9.75000 | 6.60000
Несоответствие индексов,1747,1381,6.25000 | 9.25000 | 6.60000      5.75000 | 9.25000 | 6.60000      6.25000 | 8.75000 | 6.60000      5.75000 | 8.75000 | 6.60000,6.25000 | 9.25000 | 6.60000      5.75000 | 9.25000 | 6.60000      5.75000 | 8.75000 | 6.60000      6.25000 | 8.75000 | 6.60000
Несоответствие индексов,3524,2879,12.75000 | 6.75000 | -3.30000      12.25000 | 6.75000 | -3.30000      12.75000 | 6.37500 | -3.30000      12.25000 | 6.37500 | -3.30000,12.75000 | 6.75000 | -3.30000      12.25000 | 6.75000 | -3.30000      12.25000 | 6.37500 | -3.30000      12.75000 | 6.37500 | -3.30000
Несоответствие индексов,1541,1298,5.75000 | 7.75000 | -3.30000      5.37500 | 7.75000 | -3.30000      5.75000 | 7.25000 | -3.30000      5.25000 | 7.25000 | -3.30000,5.75000 | 7.75000 | -3.30000      5.37500 | 7.75000 | -3.30000      5.25000 | 7.25000 | -3.30000      5.75000 | 7.25000 | -3.30000
Несоответствие индексов,2386,1957,8.75000 | 11.75000 | 6.60000      8.25000 | 11.75000 | 6.60000      8.75000 | 11.25000 | 6.60000      8.25000 | 11.25000 | 6.60000,8.75000 | 11.75000 | 6.60000      8.25000 | 11.75000 | 6.60000      8.25000 | 11.25000 | 6.60000      8.75000 | 11.25000 | 6.60000
Несоответствие индексов,4577,3754,15.75000 | 11.25000 | 0.00000      15.75000 | 10.75000 | 0.00000      15.75000 | 11.25000 | -0.55000      15.75000 | 10.75000 | -0.55000,15.75000 | 11.25000 | 0.00000      15.75000 | 10.75000 | 0.00000      15.75000 | 10.75000 | -0.55000      15.75000 | 11.25000 | -0.55000
Несоответствие индексов,2838,2360,10.75000 | 0.75000 | -2.20000      10.75000 | 0.75000 | -2.75000      10.25000 | 0.75000 | -2.20000      10.25000 | 0.75000 | -2.75000,10.75000 | 0.75000 | -2.20000      10.75000 | 0.75000 | -2.75000      10.25000 | 0.75000 | -2.75000      10.25000 | 0.75000 | -2.20000
Несоответствие индексов,2627,2174,9.75000 | 9.25000 | 3.30000      9.25000 | 9.25000 | 3.30000      9.75000 | 8.75000 | 3.30000      9.25000 | 8.75000 | 3.30000,9.75000 | 9.25000 | 3.30000      9.25000 | 9.25000 | 3.30000      9.25000 | 8.75000 | 3.30000      9.75000 | 8.75000 | 3.30000
Несоответствие индексов,38,29,0.75000 | 1.25000 | -1.10000      0.75000 | 0.75000 | -1.10000      0.75000 | 1.25000 | -1.65000      0.75000 | 0.75000 | -1.65000,0.75000 | 1.25000 | -1.10000      0.75000 | 0.75000 | -1.10000      0.75000 | 0.75000 | -1.65000      0.75000 | 1.25000 | -1.65000
Несоответствие индексов,4055,3358,14.75000 | 9.75000 | 3.30000      14.25000 | 9.75000 | 3.30000      14.75000 | 9.25000 | 3.30000      14.25000 | 9.25000 | 3.30000,14.75000 | 9.75000 | 3.30000      14.25000 | 9.75000 | 3.30000      14.25000 | 9.25000 | 3.30000      14.75000 | 9.25000 | 3.30000
Несоответствие индексов,2484,2043,9.25000 | 7.25000 | 9.90000      8.75000 | 7.25000 | 9.90000      9.25000 | 6.75000 | 9.90000      8.75000 | 6.75000 | 9.90000,9.25000 | 7.25000 | 9.90000      8.75000 | 7.25000 | 9.90000      8.75000 | 6.75000 | 9.90000      9.25000 | 6.75000 | 9.90000
Несоответствие индексов,628,473,2.25000 | 9.75000 | 3.30000      1.75000 | 9.75000 | 3.30000      2.25000 | 9.25000 | 3.30000      1.75000 | 9.25000 | 3.30000,2.25000 | 9.75000 | 3.30000      1.75000 | 9.75000 | 3.30000      1.75000 | 9.25000 | 3.30000      2.25000 | 9.25000 | 3.30000
Несоответствие индексов,1554,1311,5.75000 | 9.75000 | -3.30000      5.37500 | 9.75000 | -3.30000      5.75000 | 9.25000 | -3.30000      5.37500 | 9.25000 | -3.30000,5.75000 | 9.75000 | -3.30000      5.37500 | 9.75000 | -3.30000      5.37500 | 9.25000 | -3.30000      5.75000 | 9.25000 | -3.30000
Несоответствие индексов,1796,1423,6.32500 | 1.25000 | 0.00000      5.75000 | 1.25000 | 0.00000      6.32500 | 0.75000 | 0.00000      5.75000 | 0.75000 | 0.00000,6.32500 | 1.25000 | 0.00000      5.75000 | 1.25000 | 0.00000      5.75000 | 0.75000 | 0.00000      6.32500 | 0.75000 | 0.00000
